user_id,profile,study_hours,focus_score,completed_videos,breaks,active_days,streak_length,consistency_index,learning_efficiency,productivity_score,focus_trend,burnout_risk,completion_status,efficiency_ratio,break_overload,engagement_score,positive_momentum
STU_0024,overachiever,6.8,99.6,43,2.1,25,23,88.3,67.72,94.1,-7.72,0,1,14.434782608695652,0,84.04285714285714,0
STU_0025,consistent,2.4,62.0,49,3.1,20,12,79.0,14.9,61.9,6.21,0,1,24.8,0,72.05714285714285,1
STU_0026,consistent,4.16,69.0,40,1.7,23,18,80.9,28.7,54.2,11.4,0,1,16.19718309859155,0,74.28571428571429,1
STU_0027,overachiever,6.85,87.2,45,1.3,27,21,96.4,59.77,79.8,4.7,1,1,12.54676258992806,0,85.5,1
STU_0028,struggling,1.06,50.5,19,3.9,5,0,13.5,5.35,33.0,0.66,1,0,43.53448275862068,0,20.2,1
STU_0029,overachiever,7.54,88.1,49,1.0,27,24,93.6,66.5,87.1,-3.38,1,1,11.531413612565444,0,91.91428571428571,0
STU_0030,consistent,4.93,82.9,43,2.5,19,12,79.9,40.85,65.5,7.93,0,1,16.481113320079526,0,66.25714285714285,1
STU_0031,consistent,4.49,88.6,37,2.2,24,16,84.5,39.78,67.9,3.01,0,1,19.302832244008712,0,70.74285714285715,1
STU_0032,consistent,4.25,89.8,45,1.9,18,11,79.8,38.13,67.4,5.97,0,1,20.643678160919542,0,65.78571428571428,1
STU_0033,struggling,1.84,41.1,3,3.7,11,2,30.9,7.58,34.9,-2.58,1,0,21.185567010309278,0,15.542857142857143,0
STU_0034,struggling,2.52,51.5,32,3.8,10,5,45.5,12.96,35.7,-6.52,1,0,19.65648854961832,0,40.957142857142856,0
STU_0035,struggling,2.22,18.3,2,5.5,13,3,41.9,4.06,32.0,-1.9,1,0,7.887931034482758,1,17.814285714285713,0
STU_0036,overachiever,7.44,84.7,41,1.9,30,17,91.4,63.06,78.9,2.78,0,1,11.23342175066313,0,81.0142857142857,1
STU_0037,overachiever,6.5,88.3,45,1.5,27,24,86.7,57.45,81.3,5.18,0,1,13.378787878787879,0,88.71428571428571,1
STU_0038,consistent,4.27,67.5,49,2.1,22,20,89.4,28.8,70.7,4.25,0,1,15.44622425629291,0,82.62857142857143,1
STU_0039,consistent,5.19,83.8,37,1.7,26,15,66.2,43.49,66.8,5.6,0,1,15.841209829867674,0,71.67142857142858,1
STU_0040,overachiever,7.8,78.3,41,1.2,27,15,93.9,61.13,80.9,1.63,1,1,9.91139240506329,0,75.87142857142857,1
STU_0041,consistent,4.29,65.6,36,1.2,24,8,79.5,28.16,61.8,3.41,0,1,14.943052391799544,0,61.37142857142857,1
STU_0042,consistent,2.85,73.1,40,0.2,22,14,79.2,20.85,62.5,7.55,0,1,24.77966101694915,0,69.0,1
STU_0043,struggling,1.13,33.1,12,2.0,15,4,16.8,3.73,19.9,-2.27,1,0,26.91056910569106,0,28.885714285714286,0
STU_0044,struggling,0.82,41.0,27,2.0,6,1,25.3,3.36,24.5,-7.18,1,0,44.56521739130435,0,28.671428571428574,0
STU_0045,consistent,5.35,83.8,39,3.2,19,18,80.6,44.84,73.7,1.89,0,1,15.376146788990827,0,69.4857142857143,1
STU_0046,consistent,5.12,61.9,28,2.8,22,10,80.2,31.67,60.1,3.63,0,1,11.85823754789272,0,55.114285714285714,1
STU_0047,consistent,3.53,66.4,40,1.3,21,11,82.2,23.4,52.5,3.27,0,1,18.29201101928375,0,64.78571428571428,1
STU_0048,consistent,4.42,77.1,50,3.3,19,9,87.5,34.09,61.0,5.84,0,0,17.057522123893804,0,68.64285714285714,1
STU_0049,consistent,4.21,66.0,43,0.7,18,9,79.5,27.75,59.3,2.42,0,1,15.313225058004642,0,62.042857142857144,1
STU_0050,consistent,3.52,82.6,46,2.6,29,5,74.2,29.06,56.8,5.51,0,1,22.817679558011047,0,71.15714285714286,1
STU_0051,consistent,4.07,73.4,47,2.2,20,10,82.7,29.89,60.0,6.18,0,1,17.60191846522782,0,68.31428571428572,1
STU_0052,struggling,0.5,44.3,12,6.4,15,0,32.0,2.22,15.0,-0.85,1,0,73.83333333333333,1,24.6,0
STU_0053,struggling,1.73,37.4,21,2.0,13,0,37.8,6.46,35.1,-2.98,1,0,20.437158469945352,0,29.8,0
STU_0054,struggling,2.18,41.0,11,5.6,6,4,21.9,8.92,31.5,-5.04,1,0,17.982456140350877,1,19.085714285714285,0
STU_0055,overachiever,6.28,81.1,45,1.4,26,27,95.8,50.99,83.5,-2.9,1,1,12.711598746081505,0,90.92857142857143,0
STU_0056,consistent,2.58,90.0,43,2.0,18,21,82.2,23.18,63.4,5.33,0,1,33.582089552238806,0,74.9,1
STU_0057,struggling,1.65,45.3,17,3.3,17,2,18.9,7.48,29.0,-4.27,1,0,25.885714285714283,0,32.74285714285715,0
STU_0058,consistent,4.04,85.9,29,3.2,20,7,78.7,34.76,58.0,7.47,0,1,20.748792270531403,0,50.7,1
STU_0059,consistent,5.02,66.8,30,1.8,21,11,71.0,33.52,54.4,7.41,0,1,13.046875000000002,0,56.785714285714285,1
STU_0060,consistent,5.48,86.3,38,1.1,22,12,100.0,47.27,76.3,5.59,0,1,15.46594982078853,0,65.25714285714285,1
STU_0061,consistent,6.06,63.9,48,0.0,18,7,63.4,38.72,63.5,5.87,0,1,10.373376623376624,0,63.9,1
STU_0062,overachiever,5.37,82.6,43,2.1,30,26,96.7,44.37,68.2,2.3,0,1,15.10054844606947,0,92.25714285714285,1
STU_0063,consistent,3.02,82.1,38,1.7,23,10,85.7,24.82,67.9,1.76,0,1,26.314102564102562,0,64.11428571428571,1
STU_0064,consistent,2.66,92.6,32,1.3,16,15,90.5,24.68,58.8,8.74,0,1,33.55072463768116,0,57.67142857142857,1
STU_0065,struggling,1.65,38.8,10,5.6,14,2,34.5,6.4,29.8,-5.09,1,0,22.17142857142857,1,24.142857142857142,0
STU_0066,consistent,5.72,81.7,36,1.7,22,5,69.7,46.78,72.3,11.02,0,1,14.037800687285225,0,56.15714285714286,1
STU_0067,overachiever,6.7,94.9,50,1.7,25,21,82.8,63.61,81.5,0.96,0,1,13.955882352941178,0,87.5,1
STU_0068,struggling,1.07,23.1,7,3.0,14,0,23.3,2.48,31.4,-2.52,1,0,19.74358974358974,0,19.6,0
STU_0069,struggling,1.93,21.8,14,4.0,13,1,14.7,4.19,20.6,-3.46,1,0,10.738916256157637,0,25.271428571428572,0
STU_0070,struggling,1.06,61.7,20,4.2,13,2,42.6,6.55,29.6,-6.18,1,0,53.18965517241379,0,31.142857142857142,0
STU_0071,overachiever,5.44,86.4,50,1.3,29,29,96.1,47.05,80.9,1.79,1,1,15.595667870036102,0,100.0,1
STU_0072,consistent,4.65,76.3,42,1.8,21,10,89.0,35.53,71.4,0.78,0,1,16.063157894736843,0,65.31428571428572,1
STU_0073,consistent,4.18,70.2,47,1.3,20,17,78.5,29.33,61.5,8.1,0,1,16.401869158878508,0,75.8142857142857,1
STU_0074,overachiever,5.42,92.1,49,1.2,26,21,98.1,49.92,65.7,0.66,1,1,16.684782608695652,0,87.7,1
STU_0075,struggling,0.89,49.5,12,3.8,5,0,22.9,4.4,21.9,-7.21,1,0,50.0,0,14.6,0
STU_0076,overachiever,7.29,86.5,46,1.5,28,24,86.4,63.04,83.5,-2.71,1,1,11.705006765899865,0,90.51428571428572,0
STU_0077,consistent,3.5,69.4,36,3.0,20,8,91.4,24.32,62.4,3.34,0,1,19.27777777777778,0,57.37142857142857,1
STU_0078,consistent,5.89,84.4,34,2.1,23,14,77.1,49.66,78.1,2.45,0,1,14.090150250417365,0,65.2,1
STU_0079,struggling,0.53,31.2,14,7.7,10,1,28.8,1.67,26.3,3.58,1,0,49.523809523809526,1,22.271428571428572,1
STU_0080,overachiever,7.56,80.1,42,1.4,28,27,93.2,60.53,83.0,4.46,1,1,10.45691906005222,0,90.52857142857144,1
STU_0081,struggling,2.21,58.4,9,5.7,6,0,30.6,12.88,40.8,-2.75,1,0,25.28138528138528,1,13.2,0
STU_0082,struggling,1.63,40.6,4,6.1,18,1,42.7,6.63,32.4,-3.25,1,0,23.46820809248555,1,22.271428571428572,0
STU_0083,overachiever,7.47,77.9,47,1.4,27,22,91.1,58.18,80.1,5.59,1,1,10.290620871862616,0,88.17142857142856,1
STU_0084,consistent,4.29,69.7,39,0.4,25,5,85.9,29.94,60.2,1.31,0,1,15.876993166287019,0,61.557142857142864,1
STU_0085,overachiever,5.68,93.0,47,0.9,29,26,85.6,52.83,76.5,-1.68,0,1,16.089965397923876,0,94.45714285714286,0
STU_0086,consistent,3.96,77.4,38,2.3,26,11,70.0,30.69,66.4,6.03,0,1,19.064039408867,0,68.18571428571428,1
STU_0087,overachiever,6.87,92.3,44,1.4,28,19,98.2,63.36,83.8,-0.03,0,1,13.242467718794835,0,83.55714285714286,0
STU_0088,consistent,3.41,74.9,30,2.5,24,10,74.9,25.51,58.4,4.48,0,1,21.33903133903134,0,58.714285714285715,1
STU_0089,struggling,0.5,49.1,21,5.6,9,1,23.4,2.46,20.5,0.51,1,0,81.83333333333334,1,26.871428571428574,1
STU_0090,struggling,0.89,40.5,12,4.9,7,2,32.9,3.59,21.0,-1.03,1,0,40.90909090909091,0,18.74285714285714,0
STU_0091,consistent,5.12,84.2,40,1.5,23,15,85.6,43.13,74.5,8.15,0,1,16.13026819923372,0,71.07142857142857,1
STU_0092,consistent,4.09,84.5,38,3.1,28,10,83.2,34.57,67.8,1.91,0,1,20.167064439140812,0,69.11428571428571,1
STU_0093,overachiever,6.48,100.0,50,1.4,28,26,92.2,64.81,79.2,5.27,0,1,15.19756838905775,0,95.85714285714286,1
STU_0094,struggling,1.16,58.9,5,2.8,14,4,37.7,6.84,33.4,-0.76,1,0,46.74603174603175,0,22.285714285714285,0
STU_0095,overachiever,5.19,84.0,49,1.3,25,29,94.7,43.62,77.2,3.48,0,1,15.879017013232515,0,95.27142857142857,1
STU_0096,consistent,4.26,72.1,30,2.0,25,5,78.7,30.7,62.8,1.53,0,1,16.536697247706424,0,54.35714285714286,1
STU_0097,consistent,2.96,86.6,37,2.3,23,12,79.6,25.67,56.0,7.99,0,1,28.30065359477124,0,65.45714285714286,1
STU_0098,struggling,1.95,23.3,8,5.8,14,3,45.2,4.55,25.7,-2.91,1,0,11.365853658536587,1,23.614285714285714,0
STU_0099,overachiever,6.29,86.6,46,1.2,28,26,95.6,54.51,78.5,0.23,0,1,13.55242566510172,0,92.65714285714286,1
STU_0100,consistent,4.73,78.5,45,0.0,21,16,96.7,37.14,64.5,6.84,0,1,16.252587991718425,0,74.14285714285714,1
STU_0101,overachiever,6.72,83.4,50,1.1,26,23,94.7,56.09,89.2,2.6,1,1,12.228739002932553,0,90.64285714285714,1
STU_0102,consistent,4.16,79.5,33,2.5,26,8,71.3,33.05,64.2,8.02,0,1,18.661971830985916,0,60.971428571428575,1
STU_0103,overachiever,7.79,91.2,46,1.7,25,26,97.9,71.03,90.7,5.87,1,1,11.558935361216731,0,89.65714285714286,1
STU_0104,consistent,3.86,75.2,33,0.8,19,8,92.8,29.02,53.3,3.08,0,1,18.98989898989899,0,53.971428571428575,1
STU_0105,consistent,4.14,68.0,46,3.2,19,12,62.0,28.12,61.8,3.64,0,1,16.037735849056606,0,68.65714285714286,1
STU_0106,consistent,2.89,58.5,46,4.0,23,14,91.1,16.91,57.5,7.28,0,1,19.565217391304348,0,74.80000000000001,1
STU_0107,consistent,3.85,80.5,39,1.2,19,15,73.0,31.0,59.1,-0.74,0,1,20.379746835443036,0,66.27142857142857,0
STU_0108,struggling,0.81,51.3,7,4.7,6,2,41.6,4.14,25.4,-5.8,1,0,56.373626373626365,0,13.742857142857144,0
STU_0109,struggling,2.48,39.1,10,5.1,10,3,40.7,9.69,35.6,-4.85,1,0,15.155038759689923,1,21.214285714285715,0
STU_0110,consistent,2.88,92.5,32,1.4,24,10,74.3,26.62,69.6,2.98,0,1,31.040268456375838,0,60.31428571428572,1
STU_0111,struggling,3.06,25.1,19,3.9,11,3,30.8,7.68,36.5,-8.61,1,0,7.943037974683544,0,29.414285714285715,0
STU_0112,consistent,3.93,95.0,35,3.3,20,14,93.4,37.33,80.5,3.86,0,1,23.57320099255583,0,63.0,1
STU_0113,consistent,3.12,67.9,36,1.8,22,9,73.9,21.18,57.9,8.09,0,1,21.086956521739133,0,60.44285714285714,1
STU_0114,struggling,0.5,44.5,24,3.2,11,0,55.1,2.22,30.5,-2.33,1,0,74.16666666666667,0,30.2,0
STU_0115,consistent,3.21,81.3,34,2.1,21,17,92.7,26.07,57.8,3.4,0,1,24.5619335347432,0,66.41428571428571,1
STU_0116,consistent,4.97,76.4,50,2.3,21,12,81.5,37.98,66.0,7.12,0,1,15.069033530571994,0,73.85714285714286,1
STU_0117,consistent,3.14,66.1,35,1.8,24,8,80.7,20.78,47.1,11.47,0,0,20.40123456790123,0,60.57142857142857,1
STU_0118,struggling,1.5,50.1,15,4.9,8,2,46.0,7.49,36.8,-6.0,1,0,31.3125,0,22.142857142857142,0
STU_0119,consistent,3.05,71.5,33,3.1,22,11,80.4,21.8,57.9,12.39,0,1,22.6984126984127,0,60.18571428571428,1
STU_0120,overachiever,6.51,78.8,43,1.0,27,24,89.0,51.3,78.0,-3.41,1,1,11.921331316187596,0,87.11428571428571,0
STU_0121,struggling,0.84,38.3,5,5.9,14,1,53.4,3.22,36.8,-3.55,1,0,40.744680851063826,1,19.07142857142857,0
STU_0122,overachiever,6.05,85.1,45,0.8,26,24,93.5,51.49,73.3,3.31,1,1,13.83739837398374,0,87.71428571428571,1
STU_0123,consistent,4.4,95.0,33,1.8,24,9,79.0,41.8,65.5,8.62,0,1,21.11111111111111,0,60.042857142857144,1
STU_0124,struggling,1.1,15.0,10,5.6,10,1,17.3,1.64,16.7,-3.64,1,0,12.499999999999998,1,19.07142857142857,0
STU_0125,struggling,0.66,39.5,24,3.7,8,0,10.0,2.63,9.1,-3.15,1,0,51.973684210526315,0,27.2,0
STU_0126,overachiever,5.96,95.3,45,2.1,27,30,95.4,56.83,78.0,2.83,1,1,15.726072607260727,0,95.14285714285714,1
STU_0127,struggling,1.52,31.0,18,4.0,10,1,59.2,4.71,31.2,-8.04,1,0,19.1358024691358,0,25.471428571428568,0
STU_0128,consistent,4.54,86.6,37,1.7,19,8,82.3,39.34,73.7,6.82,0,1,18.663793103448278,0,57.17142857142857,1
STU_0129,consistent,3.74,72.5,47,2.4,28,9,83.6,27.13,65.3,5.17,0,1,18.880208333333332,0,75.24285714285713,1
STU_0130,struggling,2.02,47.1,8,5.5,9,1,41.7,9.53,28.9,-9.21,1,0,22.21698113207547,1,16.47142857142857,0
STU_0131,struggling,1.35,36.7,17,6.2,7,1,45.3,4.93,30.5,-4.75,1,0,25.310344827586206,1,21.67142857142857,0
STU_0132,overachiever,7.21,93.1,43,1.5,28,23,93.6,67.16,84.4,0.41,1,1,12.735978112175102,0,87.04285714285714,1
STU_0133,struggling,1.85,48.7,33,6.6,10,4,12.2,8.99,32.4,-3.01,1,0,24.974358974358974,1,40.68571428571428,0
STU_0134,overachiever,6.39,79.4,46,0.8,29,30,89.1,50.75,77.1,0.46,1,1,12.234206471494609,0,97.94285714285715,1
STU_0135,overachiever,6.39,88.1,44,1.5,28,20,91.4,56.32,76.9,-0.45,0,1,13.574730354391372,0,84.62857142857143,0
STU_0136,struggling,1.66,51.2,3,2.4,15,1,16.7,8.48,43.2,-5.69,1,0,29.090909090909093,0,18.47142857142857,0
STU_0137,struggling,2.8,62.6,28,6.4,13,1,27.5,17.56,48.3,-0.65,1,0,21.586206896551726,1,36.471428571428575,0
STU_0138,struggling,1.56,57.7,5,4.7,3,1,26.4,9.02,34.0,0.54,1,0,34.75903614457831,0,8.071428571428571,1
STU_0139,overachiever,6.65,92.0,50,0.7,28,28,90.3,61.22,80.0,7.65,0,1,13.62962962962963,0,98.0,1
STU_0140,consistent,2.87,63.3,36,2.6,22,16,64.8,18.16,48.8,3.89,0,1,21.31313131313131,0,67.94285714285714,1
STU_0141,overachiever,5.56,70.0,46,2.1,27,21,100.0,38.95,72.6,3.19,1,1,12.36749116607774,0,86.30000000000001,1
STU_0142,struggling,1.43,37.6,7,3.8,11,3,32.3,5.37,23.2,0.48,1,0,24.575163398692812,0,19.814285714285717,1
STU_0143,consistent,3.58,74.9,40,1.1,18,12,65.9,26.79,57.9,7.11,0,1,20.35326086956522,0,62.857142857142854,1
STU_0144,consistent,2.75,69.7,44,1.0,17,13,82.3,19.17,55.2,0.15,0,1,24.45614035087719,0,66.12857142857143,1
STU_0145,consistent,3.66,69.6,43,1.6,29,10,88.1,25.46,60.9,6.14,0,1,18.510638297872337,0,74.11428571428571,1
STU_0146,consistent,3.14,50.0,42,2.7,18,14,61.1,15.71,55.1,5.06,0,0,15.432098765432098,0,66.6,1
STU_0147,overachiever,5.98,87.6,45,1.5,26,28,88.5,52.4,72.8,2.97,1,1,14.407894736842104,0,92.0,1
STU_0148,overachiever,6.21,91.6,47,1.2,26,24,91.7,56.89,84.2,2.9,1,1,14.516640253565768,0,89.3142857142857,1
STU_0149,overachiever,7.55,84.0,41,1.3,30,28,93.8,63.42,85.2,2.2,0,1,10.980392156862745,0,92.8,1
STU_0150,consistent,4.79,81.6,45,1.7,23,9,77.9,39.04,64.8,5.89,0,1,16.687116564417177,0,68.64285714285714,1
STU_0151,consistent,5.65,64.3,40,3.1,23,7,79.4,36.34,66.3,4.44,0,1,11.182608695652174,0,62.5,1
STU_0152,consistent,4.03,72.3,50,2.2,23,13,73.6,29.12,61.3,10.42,0,1,17.506053268765132,0,76.92857142857143,1
STU_0153,consistent,5.05,73.8,27,1.5,21,8,90.4,37.31,65.3,7.52,0,1,14.330097087378642,0,51.17142857142857,1
STU_0154,consistent,3.55,70.9,36,0.4,25,5,86.1,25.15,66.0,4.69,0,1,19.424657534246577,0,59.15714285714286,1
STU_0155,overachiever,5.78,90.3,43,1.8,28,25,89.7,52.15,75.9,0.47,0,1,15.357142857142858,0,89.18571428571428,1
STU_0156,struggling,1.59,63.3,6,4.0,10,2,41.2,10.05,42.3,-2.1,1,0,37.455621301775146,0,16.942857142857143,0
STU_0157,consistent,4.22,81.5,34,2.1,15,12,66.4,34.38,68.2,5.76,0,1,18.865740740740744,0,55.05714285714286,1
STU_0158,consistent,3.57,74.1,41,2.2,20,14,85.7,26.46,59.8,7.22,0,1,20.190735694822887,0,67.8,1
STU_0159,consistent,4.71,69.7,43,1.7,20,8,82.7,32.85,63.7,-0.66,0,1,14.490644490644492,0,62.97142857142857,0
STU_0160,struggling,0.76,27.2,22,7.6,9,2,33.7,2.07,26.5,-6.78,1,0,31.627906976744185,1,28.742857142857144,0
STU_0161,consistent,4.21,81.4,43,4.0,19,17,65.5,34.29,60.8,7.66,0,1,18.886310904872392,0,71.61428571428571,1
STU_0162,struggling,2.63,55.8,28,6.1,3,1,35.9,14.66,35.8,2.51,1,0,20.439560439560438,1,26.471428571428575,1
STU_0163,overachiever,7.68,92.3,50,1.3,27,22,91.5,70.9,74.9,0.71,0,1,11.86375321336761,0,90.57142857142857,1
STU_0164,overachiever,6.32,73.5,48,0.6,26,23,87.5,46.5,72.2,1.07,0,1,11.448598130841122,0,89.04285714285714,1
STU_0165,overachiever,6.88,100.0,48,1.1,27,20,88.1,68.84,86.5,5.23,0,1,14.326647564469916,0,86.82857142857142,1
STU_0166,struggling,1.22,32.2,3,2.2,9,3,45.0,3.93,34.4,-1.24,1,0,24.393939393939394,0,14.614285714285714,0
STU_0167,overachiever,6.11,89.0,50,1.6,26,15,90.7,54.43,74.6,6.56,0,1,14.331723027375201,0,82.07142857142857,1
STU_0168,consistent,3.82,68.5,41,2.4,26,11,71.3,26.17,57.0,7.12,0,1,17.474489795918366,0,70.58571428571429,1
STU_0169,struggling,1.77,47.6,15,3.9,7,6,14.6,8.42,26.6,-9.88,1,0,25.454545454545453,0,25.428571428571427,0
STU_0170,struggling,2.18,45.1,9,7.7,13,3,20.7,9.83,27.5,0.18,1,0,19.780701754385962,1,23.41428571428571,1
STU_0171,overachiever,5.04,83.1,41,1.8,29,20,99.9,41.94,80.8,-1.32,0,1,16.167315175097276,0,83.22857142857143,0
STU_0172,overachiever,5.73,85.0,47,1.1,30,23,84.9,48.69,70.3,4.89,0,1,14.579759862778731,0,92.24285714285713,1
STU_0173,consistent,5.51,70.4,39,1.1,20,11,80.0,38.8,68.3,1.71,0,1,12.549019607843139,0,62.98571428571429,1
STU_0174,consistent,3.79,91.0,43,1.8,20,16,85.6,34.51,70.5,4.68,0,1,23.39331619537275,0,71.54285714285714,1
STU_0175,consistent,4.42,54.6,41,1.1,22,11,92.6,24.16,64.2,1.81,0,1,12.079646017699117,0,66.58571428571429,1
STU_0176,consistent,3.87,70.3,28,2.6,22,20,71.4,27.17,53.3,-2.59,0,1,17.707808564231737,0,65.82857142857144,0
STU_0177,overachiever,6.73,94.3,50,1.8,25,23,89.8,63.49,79.8,2.76,1,1,13.806734992679356,0,89.64285714285714,1
STU_0178,struggling,1.25,43.4,9,6.3,5,1,33.5,5.41,31.0,-3.23,1,0,32.148148148148145,1,13.27142857142857,0
STU_0179,consistent,3.28,68.5,36,3.1,30,16,62.9,22.42,54.2,4.84,0,1,20.266272189349113,0,75.94285714285714,1
STU_0180,overachiever,6.83,98.4,50,1.1,30,30,91.3,67.25,85.9,1.94,1,1,14.1991341991342,0,100.0,1
STU_0181,struggling,2.17,53.2,11,3.9,7,0,48.7,11.53,36.3,-5.61,1,0,23.436123348017624,0,15.8,0
STU_0182,consistent,4.58,80.2,36,2.3,24,16,86.4,36.71,71.2,6.05,0,1,17.13675213675214,0,69.94285714285714,1
STU_0183,consistent,3.34,74.8,30,0.7,20,12,78.5,25.0,58.3,5.09,0,1,21.744186046511626,0,56.857142857142854,1
STU_0184,consistent,4.0,66.8,43,2.8,19,8,67.1,26.74,51.5,7.49,0,1,16.29268292682927,0,61.97142857142857,1
STU_0185,consistent,2.77,73.7,40,2.0,25,8,66.8,20.39,55.6,5.02,0,1,25.679442508710803,0,65.57142857142857,1
STU_0186,struggling,2.76,54.9,16,4.3,6,2,44.7,15.15,44.5,-0.82,1,1,19.195804195804197,0,20.942857142857143,0
STU_0187,consistent,3.41,83.9,28,2.0,19,9,82.7,28.6,63.8,7.87,0,1,23.903133903133902,0,51.042857142857144,1
STU_0188,consistent,4.66,66.3,36,1.8,19,10,69.2,30.91,63.4,5.79,0,1,13.928571428571429,0,58.51428571428571,1
STU_0189,struggling,1.34,49.1,14,8.0,4,2,53.8,6.58,31.7,-3.43,1,0,34.09722222222222,1,17.34285714285714,0
STU_0190,overachiever,6.57,89.4,45,1.0,30,23,95.1,58.73,78.8,-6.5,1,1,13.403298350824588,0,90.64285714285714,0
STU_0191,struggling,1.11,25.4,10,4.8,15,2,29.6,2.83,22.0,-2.13,1,0,20.991735537190078,0,25.142857142857142,0
STU_0192,struggling,1.31,44.4,22,7.4,8,3,26.1,5.81,32.3,-0.77,1,0,31.489361702127656,1,28.814285714285717,0
STU_0193,consistent,3.28,81.4,38,2.5,21,12,75.6,26.69,55.8,7.22,0,1,24.082840236686394,0,64.25714285714285,1
STU_0194,consistent,2.78,63.7,38,0.0,15,11,86.2,17.7,53.9,6.61,0,1,22.118055555555557,0,57.18571428571428,1
STU_0195,struggling,0.67,53.4,20,6.1,10,3,40.3,3.59,35.1,-5.06,1,0,69.35064935064935,1,29.214285714285715,0
STU_0196,consistent,4.78,67.6,27,2.2,17,14,87.9,32.33,67.1,-1.82,0,1,13.852459016393441,0,53.6,0
STU_0197,consistent,3.92,58.6,38,3.3,22,6,80.2,22.94,52.0,3.87,0,1,14.577114427860698,0,58.82857142857143,1
STU_0198,struggling,1.78,57.0,17,4.4,16,0,19.4,10.11,38.0,-2.08,1,0,30.319148936170212,0,29.6,0
STU_0199,consistent,4.79,74.2,38,2.1,28,5,73.3,35.56,64.4,11.07,0,1,15.173824130879348,0,63.75714285714285,1
STU_0200,consistent,4.67,68.8,50,0.5,21,11,75.5,32.16,55.2,6.34,0,1,14.423480083857443,0,72.78571428571428,1
STU_0201,consistent,2.72,79.6,50,0.9,20,13,81.5,21.67,59.1,3.08,0,1,28.226950354609926,0,73.92857142857143,1
STU_0202,struggling,0.83,50.0,26,6.8,5,1,37.8,4.13,38.7,-2.14,1,0,53.763440860215056,1,26.871428571428574,0
STU_0203,consistent,3.0,81.0,45,1.6,22,10,76.2,24.31,59.3,11.3,0,1,26.129032258064516,0,68.71428571428572,1
